id	lastpage	startlanguage	KASSENZULASSUNG[1]	KASSENZULASSUNG[2]	KASSENZULASSUNG[3]	KASSENZULASSUNG[4]	KASSENZULASSUNG[5]	PT[1]	PT[2]	PT[3]	PT[4]	PT[5]	PT2[1]	PT2[2]	KONTAKTANZAHL[SQ001]	KONTAKTANZAHL[SQ002]	KONTAKTANZAHL[SQ003]	KONTAKTANZAHLWENIG[Y001_X001]	KONTAKTANZAHLWENIG[Y001_X002]	KONTAKTANZAHLWENIG[Y001_X003]	KONTAKTANZAHLWENIG[Y002_X001]	KONTAKTANZAHLWENIG[Y002_X002]	KONTAKTANZAHLWENIG[Y002_X003]	KONTAKTANZAHLWENIG[Y003_X001]	KONTAKTANZAHLWENIG[Y003_X002]	KONTAKTANZAHLWENIG[Y003_X003]	KONTAKTANZAHLWENIG[Y004_X001]	KONTAKTANZAHLWENIG[Y004_X002]	KONTAKTANZAHLWENIG[Y004_X003]	KONTAKTANZAHLWENIG[Y005_X001]	KONTAKTANZAHLWENIG[Y005_X002]	KONTAKTANZAHLWENIG[Y005_X003]	KONTAKTANZAHLWENIG[Y006_X001]	KONTAKTANZAHLWENIG[Y006_X002]	KONTAKTANZAHLWENIG[Y006_X003]	KONTAKTANZAHLWENIG2	KONTAKTANZAHLMEHR[Y001_X001]	KONTAKTANZAHLMEHR[Y001_X002]	KONTAKTANZAHLMEHR[Y001_X003]	KONTAKTANZAHLMEHR[Y002_X001]	KONTAKTANZAHLMEHR[Y002_X002]	KONTAKTANZAHLMEHR[Y002_X003]	KONTAKTANZAHLMEHR[Y003_X001]	KONTAKTANZAHLMEHR[Y003_X002]	KONTAKTANZAHLMEHR[Y003_X003]	KONTAKTANZAHLMEHR[Y004_X001]	KONTAKTANZAHLMEHR[Y004_X002]	KONTAKTANZAHLMEHR[Y004_X003]	KONTAKTANZAHLMEHR[Y005_X001]	KONTAKTANZAHLMEHR[Y005_X002]	KONTAKTANZAHLMEHR[Y005_X003]	KONTAKTANZAHLMEHR[Y006_X001]	KONTAKTANZAHLMEHR[Y006_X002]	KONTAKTANZAHLMEHR[Y006_X003]	KONTAKTANZAHLMEHR2	PATGRUPPEN1WELLE	PATGRUPPEN1WELLE2	PATGRUPPEN2WELLE	PATGRUPPEN2WELLE2	PATGRUPPEN3WELLE	PATGRUPPEN3WELLE2	SCHWIERIGKEIT	SCHWIERIGKEIT2[Y001_X001]	SCHWIERIGKEIT2[Y001_X002]	SCHWIERIGKEIT2[Y001_X003]	SCHWIERIGKEIT2[Y002_X001]	SCHWIERIGKEIT2[Y002_X002]	SCHWIERIGKEIT2[Y002_X003]	SCHWIERIGKEIT2[Y003_X001]	SCHWIERIGKEIT2[Y003_X002]	SCHWIERIGKEIT2[Y003_X003]	SCHWIERIGKEIT2[Y004_X001]	SCHWIERIGKEIT2[Y004_X002]	SCHWIERIGKEIT2[Y004_X003]	SCHWIERIGKEIT2[Y005_X001]	SCHWIERIGKEIT2[Y005_X002]	SCHWIERIGKEIT2[Y005_X003]	SCHWIERIGKEIT2[Y006_X001]	SCHWIERIGKEIT2[Y006_X002]	SCHWIERIGKEIT2[Y006_X003]	SCHWIERIGKEIT3	PATBEHANDLUNG[1]	PATBEHANDLUNG[2]	PATBEHANDLUNG[3]	PATBEHANDLUNG[0]	FINANZEN[1]	FINANZEN[2]	FINANZEN[0]	FINANZEN[other]	KV[1]	KV[2]	KV[3]	KV[4]	KV[5]	KV2	POSITIVPAT	POSITIVPERSONAL	PRAXISSCHLIESSUNG	IMPFUNG	IMPFUNG2	EINWEISUNG[Y001]	EINWEISUNG[Y002]	EINWEISUNG[Y003]	REDUKTIONEINWEISUNG[1]	REDUKTIONEINWEISUNG[2]	REDUKTIONEINWEISUNG[3]	REDUKTIONEINWEISUNG[4]	REDUKTIONEINWEISUNG[5]	REDUKTIONEINWEISUNG[6]	REDUKTIONEINWEISUNG[7]	REDUKTIONEINWEISUNG[other]	BETREUUNG	BETREUUNG2	WENIGBESUCH[1]	WENIGBESUCH[2]	WENIGBESUCH[3]	WENIGBESUCH[4]	WENIGBESUCH[5]	WENIGBESUCH[6]	WENIGBESUCH[7]	WENIGBESUCH[8]	WENIGBESUCH[other]	EINWEISUNGHEIM	EINWEISUNGHEIM2[1]	EINWEISUNGHEIM2[2]	EINWEISUNGHEIM2[3]	EINWEISUNGHEIM2[4]	EINWEISUNGHEIM2[5]	EINWEISUNGHEIM2[6]	EINWEISUNGHEIM3[1]	EINWEISUNGHEIM3[2]	EINWEISUNGHEIM3[3]	EINWEISUNGHEIM3[4]	EINWEISUNGHEIM3[5]	EINWEISUNGHEIM3[6]	EINWEISUNGHEIM3[7]	EINWEISUNGHEIM3[8]	EINWEISUNGHEIM3[9]	TELEMED[Y001_X001]	TELEMED[Y001_X002]	TELEMED[Y001_X003]	TELEMED[Y001_X004]	TELEMED[Y001_X005]	TELEMED[Y002_X001]	TELEMED[Y002_X002]	TELEMED[Y002_X003]	TELEMED[Y002_X004]	TELEMED[Y002_X005]	TELEMED[Y003_X001]	TELEMED[Y003_X002]	TELEMED[Y003_X003]	TELEMED[Y003_X004]	TELEMED[Y003_X005]	TELEMEDPAT[SQ001]	TELEMEDPAT[SQ002]	TELEMEDPAT[SQ003]	TELEMEDPAT[SQ004]	TELEMEDPAT[SQ005]	TELEMEDPAT[SQ006]	TELEMEDPAT[SQ007]	POSTCOVID	POSTCOVID2	PSYCHOPATHO[1]	PSYCHOPATHO[2]	PSYCHOPATHO[3]	PSYCHOPATHO[4]	PSYCHOPATHO[5]	PSYCHOPATHO[6]	PSYCHOPATHO[7]	PSYCHOPATHO[8]	PSYCHOPATHO[9]	PSYCHOPATHO[10]	PSYCHOPATHO[11]	PSYCHOPATHO[12]	PSYCHOPATHO[13]	PSYCHOPATHO[14]	PSYCHOPATHO[other]	POSTCOVIDBEH[1]	POSTCOVIDBEH[2]	POSTCOVIDBEH[3]	POSTCOVIDBEH[4]	POSTCOVIDBEH[5]	POSTCOVIDBEH[6]	POSTCOVIDBEH[7]	POSTCOVIDBEH[8]	POSTCOVIDBEH[other]	GOODPRACTICE
72	9	de	Y				Y		Y				Y	Y	1	1	2																				1	1		1	1				1				1							1	Mehr Einzel- oder Notfallkontakte, Absage oder unentschuldigtes Fehlen von Folgeterminen	0		0		1	1	1			1	1		1					1	1	1					Y	Y	Y				Y		1	1	1	1	1		1	0		Psychosen im häuslichen Umfeld	ist in meiner Praxis, Umkreis durch die bestehenden Strukturen zu >95% erfolgt	1	1	2	Y	Y		Y		Y			0																												1						1				1				1	3	3	2	3	3	1	1	4	Y		Y			Y										Y			Y			Y			
73	9	de	Y												3	2	2																1			Ängste, mit öffentlichen Verkehrsmitteln zu fahren.																				0		0		0		1				1												1			Quarantänemassnahmen				Y			Y		2	1	2	1	2		0	0				2	2	2									0																													1					1			1					1	2	2	2	2	2	1	1	5 -10				Y		Y	Y				Y					Y	Y			Y	Y				
74	9	de	Y		Y	Y	Y		Y				Y		3	2	1										1												1						1						1			1	Wegen in der Praxis durchgeführter Impfungen	2		2		2		1			1			1																Y				Y		1	1	1	2	1		1	1	1	Wir impfen alle	Geht in den Praxen ohne Probleme, nur an der Vergütung haperts	4	4	4									0																												1				1					1					1	1	1	1	1	1	1	1	10-20	Y			Y	Y	Y	Y			Y	Y		Y	Y		Y	Y			Y	Y	Y			Zu wenig Impfstoff, zu schlechte Vergütung des Impfens
75	9	de	Y			Y	Y		Y				Y		2	2	1																				1	1	1		1	1			1				1					1	Vertretung erkrankter Kollegen	1	Weniger Kontakt zu phobischen Patienten, mehr Kontakt zu depressiven Patienten	0		1	Mehr Kontakt zu sehr belasteten Patienten aufgrund der wirtschaftlichen und sozialen Situation. Mehrfachbelastung Homeoffice und homeschooling.	1	1	1	1			1								1	1					Y	Y	Y				Y		1	2	2	1	1		0	1	0			1	1	1	Y	Y		Y					0																													1	1				1	1				1			1	1	1	2	2	1	2	0																										
77	9	de	Y		Y	Y	Y	Y	Y				Y		3	1	1										1			1								1	1		1	1		1	1											0		1	"1. Welle: Viele Videokontakte. 
2. und 3. Welle mehr Sinn- und DaseinsfrGen."	1	S.o.	1		1	1		1	1														Y	Y	Y				Y		1	1	1	1	1	War halt alles etwas langsam. Eine Zentale Verwaltung wäre vermutlich von Vorteil gewesen.	1	0		Keine. Eher nicht priorisierte, die auf mRNA Impfstoff bestehen und damit noch lange warten müssen.	Verstand und weniger mediale Aufregung.	1	1	1	Y	Y	Y	Y	Y	Y			1	3										1	Y	Y	Y				Y	Y	Y			Y	Y	Y				1	1				1	1				1	1		1	1	1	2	2	1	1	1	5					Y	Y						Y	Y			Y				Y				Fatique-Therapie wie bei ME/CFS	
78	9	de	Y		Y										3	2	2	1												1																										0		0		1	erstmalig Patienten mit Long-Covid-Syndrom	1																	1	1	Teilweise Schließungen der Psychiatrisch-psychotherapeut. Tageskliniken bzw. Reduktion der Patientenzahlen im stat.- und teilstat. Bereich				Y			Y		1	1	1	2	2		1	0		Patienten mit Angststörungen	Bereitstellung der Impfstoffe. Beteiligung der Impfzentren, Hausärzte, Betriebsärzte, Fachärzte, evtl. auch Apotheker	2	1	1		Y		Y					1	3										2																	1		1				1	1				1	1		1	1	1	2	2	1	1	1	Long-Covid-Syndrom, Angststörungen und Depressionen				Y	Y	Y	Y			Y				Y		Y	Y		Y			Y	Y		
80	8	de	Y			Y									2	2	2																																							1	"Ältere  und  mittelalte Pat.  Haben in letzten Jahr seltener die Praxis aufgesucht- eher psychiatrisch. Angst / Depession, tw  dann das Angebot der telefon. Betreuung genutzt. Neue 
Patienten sind unverändert gekommen. Häufiger aus entfernteren Stadtbezirken"	0		1	Wie oben- vorbeikonnte Pat. Haben die Termine gestreckt um weniger Kontakte zu haben.	1		1														1	1	1	Längere Wartezeitenn für stationäre oder teilstation. Psychiatr. Therapieangebote insbesondere. Auch psychosomat. Reha.	Y	Y			Y			Andere Abläufe, mehr Personalaufwan	2	1	2	2	1	Trotzdem Mehraufwand der Pandemie .- Flut von e Mail je Woche, mehr Telefonieren für  die.  MFAs  wurden Änderungen  der Heilmittel Richtlinie zwar verzögert aber mitten in die zweite Welle hinein durchgesetzt- die Info Termine dazu abgesagt und durch recht schwerfällige viele Fragen nicht beantwortende Video Links ersetzt …ebenso jetzt die Digitalisierung - neuer Arztausweis etc. … genau wie die Anschaffung des TI. Keinen Nutzen für die. Ärzte  oder für die Pat Versorgung bringt nur mehr Kosten für die Dienstleistungen und Zeit diese durchzuführen. .. nun zweit eben auch trotz Pandemie.	0	0		Pat. Mit  schizophrenen Erkrankungen werden sich kaum in große. Impfzentren begeben, dafür sollten sich m.E.  Regional Hausärztepraxen bereit erklären, die mit dem Impfen begonnen haben und dies ggf. über Attest FA auch für diese Pat. Durchführen, selbst wenn diese Pat. Sonst kaum zum HA gehen.	S.o.	1	2	1	Y	Y		Y					1	3										2																		1					1			1					2	1	2	1	1	1	1	1	2-5	Y				Y	Y				Y	Y					Y	Y			Y	Y	Y			
81	9	de	Y												2	2	2																																							0		0		0		1			1											1	1								Y			Y		2	1	1	2	1		1	0		Schizophrenie Angststörung	keine besonderen, aktuelle reichen	2	2	2									1	2	Y									2																	1				1					1					2	1	2	2	2	1	3	0																										
82	3	de	Y	Y	Y	Y	Y		Y		Y		Y		2	2	2																																							0		1	Long Covid Patienten mit erheblich erhöhtem Behandlungsbedarf	0		1		1	1			1																	Y			Y		1	2	1	1	2																																																																																													
84	9	de	Y			Y									2	1	2																					1			1			1	1					1						1	Es handelt sich sowohl um Bestandspat. als auch neue Pat., insgesamt hatten alle Pat. weniger Kontakte.	1	sowohl neue als auch bekannte Pat. weniger Kontakte mit erhöhtem leidensdruck	1	sowohl neue als auch bekannte Pat. insgesamt weniger Kontakte - tw starke Vereinsamung	1		1			1	1								1	1					Y	Y	Y				Y		2	2	2	2	2		1	0		bei schizophrenen Pat.	Impfungen bei den behandelnden Psychiatern und im KH	1	1	1	Y	Y		Y					1	1										2																	1				1					1					3	3	3	2	2	2	2	1	5-10						Y	Y				Y					Y				Y					
85	9	de	Y				Y		Y				Y		2	2	2																																							1	Kontakte erfolgten zuverlässiger, kaum Ausfälle....	0		0		2																				Y						Y		1	1	1	1	1		0	0		Überwiegend gute Erfahrung!	Mehr praktische Hilfen bei der Terminanfrage zu Impfungen.	1	4	4	Y			Y					0																													1					1			1					1	1	1	2	2	1	2	0																										Angebot einer beständigen Erreichbarkeit und Begleitung auch im persönlichen Kontakt, kein  Rückzug meinerseits ans Telefon.
86	9	de	Y			Y									2	2	2																																							0		0		0		1																	1		Kliniken schlechter erreichbar.	Y	Y	Y				Y		1	1	1	1	1		0	0		Schizophrenien	Direktes ansprechen der Patienten durch den behandelnden Arzt	1	1	1				Y					0																												1				1					1					1	1	1	2	2	2	3	0																										
88	9	de	Y				Y		Y		Y		Y		2	2	1																						1						1									1	Teilnahme an der Impfkampagne imAnschluss der ordinären Arbeit	0		0		0		1				1	1	1														Y						Y		1	1	1	2	2	Durch die stark wechselnden Verordnung, gab es häufig Schwierigkeiten, welche Regelungen gerade aktiv sind.	0	0		Pat*Innen , die sich nicht in stationären Einrichtungen befinden und unter eine schweren seelischen Erkrankung (zB Schizophrenien, Bipolare Störung etc.) leiden	Wir impfen aus diesem Grund selbst	1	1	2				Y					1	2	Y									2																1							1			1					1	1	2	2	2	2	2	0																										
89	9	de	Y			Y	Y		Y				Y		3	3	2												1	1	1																									1	verminderte Kontaktaufnahme durch hochaltrige und polymorbide Pat., ebenso durch depressive und Angstpatienten.	1	siehe oben	0		1																1	1		"Der Zugang zur Praxis, deren Räume sich in einem Krankenhaus befinden, wurde durch die Hygienemaßnahmen/Gesundheitsprüfung seitens des Krankenhauses erschwert: Zelt vor dem Eingang, das durchlaufen werden musste; Sicherheitsdienst, der anfangs Begleitpersonen nicht durchließ. Nicht wenige Pat. mit Angst- und paranoiden Erkrankungen haben dadurch - mit oder ohne Rückmeldung - ihre Termine nicht wahrgenommen, aber auch nicht durch telefonische Kontaktaufnahme ersetzt."				Y			Y		1	2	1	2	2		0	0		Patienten mit geringer Mobilität (älter, alleinstehend, mittellos) hatten es schwer das zuständige Impfzentrum zu erreichen. Viele psychisch kranke Patienten haben zudem Schwierigkeiten mit Beharrlichkeit im Umgang mit der Impf-Hotline oder jetzt damit ihren Impfanspruch beim Hausarzt durchzusetzen. Sie sind darauf angewiesen, dass der Hausarzt von sich aus die priorisierte Impfindikation (an)erkennt.	In der Regel wird Begleitung durch einen psychosozialen Dienst benötigt, da häufig Angehörige oder andere Sozialkontakte herfür zur Verfügung stehen. Gelegentlich wird diese Unterstützung auch zur Motivationsbildung benötigt.	2	2	2									0																													1	1		1				1	1					1	1	2	2	2	2	2	0																										Positiv: vermehrte Einbindung des nichtärztlichen Personals in den Kontakt bei bekannten Patienten
93	9	de	Y				Y	Y					Y		3	2	1	1												1									1						1											0		0		0		1			1			1																	Y			Y		1	1	1	1	1	KV informierte gut, das erratische Handeln der politisch Verantwortlichen erzeugte Probleme	1	0		Schwer psychisch Kranke (F20.0...) ohne zB betreute Wohnformen, Obdachlose etc.	Aufsuchende mobile Impfteams, bzw Möglichkeit im stat. Rahmen zu impfen  -  zB für akut stationäre psychiatrische Patienten, wird ggw abgelehnt,	2	2	2									1	2	Y									3																		1					1	1		1					1	1	2	2	2	1	1	0																										"Erhebl. Zunahme/Wiederauftreten von psych. Problemen auch bei zuvor stabilen Patienten als Folge sozialer Vereinsamung/Überlastung (homeoffice- Homeschooling), Wegfall sozialer Netzwerke, Strukturen durch die Lockdown-Entscheidungen.

Good-Practice: Entängstigende Behandlungskontinuität."
95	9	de					Y	Y					Y	Y	2	2	2																																							1	Mehr Kontakte, überwiegend jüngere Personen. Überwiegend Angstpatienten	1	Siehe Angaben zur 1. Welle	1	Unverändert zur 1. und 2. Welle	1	1			1	1	1							1	1						Y	Y			Y				1	2	2	1	1		0	0		Psychose, Depression, Sucht	Aufsuchende!!! Trotz weitgehend Impfangeboten sind immer noch Patienten ungeimpft!																																									1					1				1		1		1	2	3	2	2	1	2	0																										
96	9	de			Y										3	3	2			1	1			1			1			1			1		1																					1		0		1		1	1								1													Y		Y				1	1	1	1	1		0	0				1	1	1		Y							0																											1					1					1												0																										
97	9	de	Y				Y	Y					Y		1	1	2																				1	1		1	1		1	1										1	3.Welle zunehmende Reizbarkeit und aggressive Tendenzen in  der gesamten Bevölkerung, die unsere psychisch schwer kranke Patienten erheblich getroffen haben	1	"Angstpatienten, Menschen mit schizophrener Erkrankungen deutlich mehr Inanspruchnahme
Suchtpatienten  deutlich weniger Kontakte
gerontopsychiatrische Patienten deutlich mehr telefonische Kontakte und weniger häufig in Praxis"	1	"Angstpatienten, Menschen mit schizophrener Erkrankungen deutlich mehr Inanspruchnahme
Suchtpatienten  deutlich weniger Kontakte
gerontopsychiatrische Patienten deutlich mehr telefonische Kontakte und weniger häufig in Praxis"	1	vor allem Patienten mit Depressionen und Persönlichkeitsstörungen hatten mehr Kontakte	1	1	1	1			1			1											Y	Y					Y		1	1	1	2	2		1	0		wir haben unsere schwer psychisch Kranken selber geimpft und haben eine extrem hohe Akzeptanz	einfacherer Zugang zum Impfstoff, Impfung in den psychiatrischen Praxen und Wohnheimen etc., deutlich weniger Verwaltungsaufwand als bisher	1	2	3	Y								1	3										2																	1				1					1					3	3	2	2	2	2	3	1	4	Y			Y	Y	Y	Y			Y	Y					Y	Y			Y	Y	Y			
98	9	de					Y	Y					Y		3	1	1	1												1								1	1		1	1		1	1					1	1					1		1		1		1		1	1		1	1															Y					Y		1	2	2	1	2		1	0																																												1					1	1		1					1	1	1	2	2	2	2	0																										
99	9	de	Y		Y	Y	Y	Y					Y		3	2	2	1												1																										1	Altergruppe über ca. 65 Jahren hat in der ersten Welle Kontakte reduziert	0		0		1			1										1							Y	Y					Y		1	1	2	1	1	nein	1	1	0	Schizphrene und Schizoaffektive Patienten waren teil sehr schwer zu motivieren	"In Heimen: Gruppendruck und Aufklärung dort, hat nicht funktioniert, da das Personal ebenfalle oft ambuivalent war.
 Ambulante Patienten sehr schwer"	1	1	1	Y			Y					1	3										2																		1	1				1			1					1	1	3	2	2	3	3	1	3					Y	Y					Y					Y	Y								GP war die Ausweitung der Telefonsprechstunde bei in der Praxis bekannten Patienten (neurolog. und psychiatr.) . VideoSprechstunde  war bei vielen Patienten in der Pth nicht gewünscht.
100	9	de	Y				Y	Y					Y		2	2	2																																							0		0		0		1					1	1											1	1					Y			Y		1	2	2	2	1		1	1	0		Innerhalb des gemeindepsychiatrischen Netzes kooperative Impfteams.	2	2	2									0																													1			1					1					1	1	2	2	2	1	2	0																										
101	9	de	Y				Y	Y					Y		2	2	1																						1			1			1											0		0		0		0																						Y				Y		1	1	1	1	2		0	0				1	1	1		Y				Y			0																													1					1			1					1	1	1	2	3	1	1	0																										
102	3	de					Y	Y					Y		3	2	2	1			1						1			1																										1	Menschen mit Risikopat. in der Verwandtschaft, Panikpatienten, Somatisierungspatienten, depressive Patienten	2		2		1				1									1										Y	Y	Y			2	2	2	2	2																																																																																													
104	9	de					Y	Y					Y		3	3	3													1	1	1	1	1	1																					1		1		1		1	1	1	1																				Y	Y				1	1	1	1	1		1	0		Schizophrenien																																									1		1				1	1		1					1	2	1	2	2	2	2	0																										
106	8	de	Y												3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1		1		1		1	1				1				1		1		1							Y	Y	Y		Y	Y			1	1	2	2	1		1	1	1			1	1	1	Y	Y	Y	Y	Y	Y			1	2	Y	Y	Y	Y	Y	Y	Y			1			Y				Y	Y	Y	Y	Y	Y	Y	Y				1	1	1				1	1		1		1	1	2	2	2	1	1	1	1	1		Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y		Y	Y	Y	Y	Y	Y	Y	Y		
108	9	de	Y				Y	Y	Y				Y	Y	2	2	2																																							0		0		0		1	1	1	1			1												1	Immense Steigerung der ohnehin nicht bedienbaren Anfragen. Die hier nicht darstellbare Veränderung besteht vor allem darin, dass eine vorbestehende Vollauslastung durch Mehranfragen behandlungszahlenmäßig keine Steigerung zuließ, obwohl deutlich klar wurde, dass die Lücke zwischen gewünschten und realisierbaren Kontakten sowohl für Alt- als auch Neupatienten noch größer wurde.	Y	Y	Y					Belastung des Personals mit resultierender Umorientierung und dann entstehenden Lücken	1	1	1	2	1	Gerade die Onlineoptionen scheitern sehr oft an technischen Problemen und Datenschutzvorgaben	1	1	1	Demenzpatienten in Pflegeheimen mit geringer Impfbereitschaft des Pflegepersonals	Einheitlich klare Regelungen und dauerhafter Bestand der institutionellen Zuständigkeiten. Niedergelassene Ärzte sollen impfen und dafür so vergütet werden, wie das in den ZIZ, KIZ etc. geschieht. Der administrative Druck und die Verantwortlichkeit müssen gemindert werden.	2	2	2									1	2		Y								1	Y					Y	Y	Y				Y	Y					1					1			1					2	2	1	2	2	1	1	1	2	Y					Y										Y	Y			Y	Y	Y			"Für unser Personal sind das Durchsetzen der Hygieneregeln und die Diskussion über nicht von uns etablierte, ständig veränderliche Regelungen eine noch größere Zumutung, als für uns Ärzte. 
Das gleichzeitige Durchdrücken ohnehin sinnloser Digitalisierungsschritte durch die Regierung mit entsprechendem Mehraufwand hat alles. viel schwieriger gemacht und tut das weiterhin (ePA etc.)"
109	9	de			Y		Y	Y					Y		2	2	2																																							1	Kürzere Kontakte, geringere Tiefe des Gesprächinhalts, Sorgen und Ängste vermehrt auf Pandemie zentriert.	0		0		1		1			1			1					1	1						Y	Y	Y			Y			1	2	2	1	1	Die persönliche Anstrengung für alle  Mitarbeiter meines Teams und mich für die Aufrechterhaltung aller therapeutischen Leistungen war immens und wurde nicht honoriert-weder ideell noch materiell!	0	0		Chronisch psychisch krank haben ein Handicap in der Verfolgung eigener Interessen bezüglich der Gesundheitsfürsorge und der Vermögenssorge. Sicher gibt es Patienten, die deswegen vermindert Zugang zu einer Impfung hatten.	Als oberstes sehe ich die Vigilanz und die „intention to treat“ bei niedergelassenen Ärzten, Gesundheitsamt, und komplementären Dienstleistern.	1	1	1	Y	Y	Y	Y					1	3										1	Y	Y	Y				Y	Y				Y						1					1			1					1	1	1	1	1	1	1	1	2 sichere Post-COVID-Syndrome	Y			Y	Y	Y	Y				Y					Y	Y			Y	Y	Y	Y		
110	9	de					Y		Y				Y		2	2	2																																							0		0		0		1					1	1											1	1	Teilstationäre Angebote zum Teil nicht möglich obwohl indiziert.		Y	Y				Y		2	1	2	2	1	Nein	0	0		Bei meinen Patient*innen keine.	Direkte Impfangebote in der Wohnsituation oder über (ambulante) Betreuer*innen im Sinne von Motivation- und Organisationshilfen.																																									1			1					1					1	1	1	2	1	1	2	0																										Keine
111	9	de	Y			Y	Y		Y				Y		2	1	1																					1	1		1	1		1	1				1	1	1					1	Jüngere Patientinnen, v. a. durch Mehrfachbelastung Arbeit, Familie in der Pandemie. Sehr junge Erwachsene mit Zukunftsängsten., gestiegener Bedarf	1	Wie oben	1	Wie oben plus Abklärung long covid/fatigue	1	1	1	1	1	1	1							1							Y	Y	Y				Y		1	2	2	1	1		0	1	1		Mehr Einbindung der HausärztInnen	1	1	1		Y		Y		Y			0																												1		1				1	1				1			1	1	1	2	2	1	2	0																										
113	9	de	Y				Y		Y				Y		3	2	2	1			1									1	1	1	1			Ziel weniger Patienten im Wartezimmer zu haben.weotere Taktung																				1	"Ältere bzw stark ängstliche  starker Rückzug
Jüngere Wunsch nach mehr konazktrn"	0		1	Viel mehr Anfragen zu pt	1	1	1	1		1	1		1	1		1			1						Y	Y	Y		Y				1	2	2	2	2		0	0		Schizophrenia schwere PTSD schwer PST	Mehr Angebot und Aufklärung	1	2	2				Y	Y				0																													1			1					1					1	3	3	3	2	1	3	0																										Telefontermin
115	9	de	Y				Y	Y	Y				Y		2	2	2																																							0		2		0		1																1	1	1	"es war viel schwieriger, gute therapeutische Angebote zu bekommen,
viele komplementäre Dienste haben kaum mehr Angebote
gemacht, auch die psychiatrische stationäre Versorgung
hat das Angebot sehr reduziert"	Y	Y	Y				Y		1	1	2	2	1		1	1	0	bei keiner - wir impfen selber	keine Ahnung - wir impfen selber	1	1	2		Y		Y					1	3										2																		1					1	1						1	1	1	2	2	2	2	3	1	wenige						Y										Y				Y		Y			wir finden: Impfen in der eigenen Praxis ist ein positives und gut akzeptiertes  Zeichen
116	9	de	Y												2	2	2																																							0		0		0		1																1	1	1	Stationäre Behandlungsangebote reduziert- Aufnahmekapazitäten, Therapieangebote				Y				Durch die vermehrten Telefonkontakte konnten die Zusatzziffern 21233/21230 nicht angesetzt werden	2	1	1	1	2	Nein, ich lese regelmäßig die infofaxe	0	0		Isoliert lebende Patienten mit F20- Misstrauen und F32 und F40/41	Gut wären Hausbesuche zum Impfen bei besonders schwierigen Fällen- aber wer soll dies leisten? Wäre auch nicht flächendeckend	1	1	2	Y	Y		Y					1	2	Y	Y								2																		1					1			1					1	2	2	2	2	1	2	1	3	Y				Y	Y									Stark Reduzierte körperliche Belastbarkeit, verlangsamt	Y	Y				Y			In einem Fall AD bei ausbleibendem therap. Effekt wieder abgesetzt, spezielle störungsspezifische Rehas, kontaktbahnung zur Fatique Ambulanz der Charité in Berlin	"Einstellung der 5 Stunden offene Sprechstunde/ wegen fehlender terminlicher Lenkbarkeit-
Haben ersatzweise geplante zusätzliche Termine angeboten"
118	9	de				Y									3	2	2													1																										1	Fast alle Chroniker und ältere Pat.	0		0		2																							Y	Y	Y			2	2	2	2	2	Geltende Regeln, Kurzarbeit, Impfempfehlungen, Impforganisation,	1	0				1	2	2	Y			Y					0																												1		1				1			1					1	1	1	1	1	1	1	1	3						Y					Y					Y									
119	9	de	Y		Y										3	2	1													1												1			1											1	Angsterkrankungen, hohes Alter kamen beide seltener	0		1	mehr Patient*innen mit Anpassungsstörungen, leichten Depressionen, sozialen Ängsten,	1				1									1			1	1	1	weniger Therapieangebote in Gruppen (Sport, Ergo) weniger andere Beschäftigungsangebote				Y			Y		1	1	1	1	1		0	0		Angsterkrankungen, Schizophrenie	vertrauensvolle Umgebung z.B. beim Fach/Hausarzt, ausreichend Impfstoff, verständliche Aufklärungsbroschüren	2	2	2									1	3										2																	1				1									1	2	1	1	2	1	1	1	1	3-5	Y				Y	Y					Y		Y			Y	Y			Y	Y	Y			
120	9	de	Y												2	2	2																																							2		1	"Ältere sind weniger gekommen aus Angst vor Ansteckung, Telefon- und Videokontakte konnten das nur bis zu gewissem Maß auffangen. Für manche etwas jüngeren war der Arztbesuch ""der einzige soziale Kontakt""."	0		1		1	1		1	1											1	1	Vereinsamung, Schließen psychosozialer Einrichtungen,  Ausfall von ambulanten Gruppentherapien, von Selbsthilfegruppen, psychosozialen Angeboten, Sportangeboten. Transfer in den Alltag psychosozialen Trainings nicht möglich, vermehrtes Auftreten von Ängsten, Depressionen, Verunsicherung, Selbstzweifeln, Impfängsten, längere Wartezeiten für ambulante, tagesklinische und stationäre Therapieplätze, reduzierte Angebote in teil- und vollstationären Behandlungen		Y	Y				Y		2	2	2	2	2	Beginn der Impfungen war nicht gut organisiert.	0	0		Die Frage ist nun schon etwas überholt..... Tatsächlich die Patientengruppen, die in schlechteren sozialen Verhältnissen leben, die alleine leben, die an Verschwörungstheorien glauben	Einbindung von Praxen, Krankenhäusern, aber auch Anbietern von ambulant oder stationär betreutem Wohnen, soziotherapeutische  Einrichtungen und Tafeln.	1	1	1	Y	Y		Y					1	3										1	Y	Y	Y				Y	Y				Y						1	1	1			1	1	1	1					1	3	3	2	2	2	2	1	2					Y	Y	Y									Y	Y			Y					Viel Zeit für Aufklärung bzgl. Covid-19 und den entsprechenden Maßnahmen, Aufklärung bzgl. dysfunktionaler Verhaltensweisen (gar nicht mehr rausgehen, Tragen von Handschuhen, Impfangst)
